replication_id,scenario_id,replication_seed,metric,N_value,S_value,F_value,S_minus_N,F_minus_S,F_minus_N
27,486b37266eb85a7d,14506317473859213626,service_level,0.9902512158710282,0.9861024803974421,0.9926700303522167,-0.004148735473586074,0.006567549954774599,0.002418814481188525
28,9819f468eaf7f2b2,4003950915694505269,service_level,0.9916447510995121,0.9848949661498851,0.9920168484191281,-0.006749784949626969,0.0071218822692429296,0.0003720973196159605
29,8d1cdabbefbbd0aa,17863264377380044289,service_level,0.9887971706543068,0.9815693486611963,0.9912949469889765,-0.007227821993110561,0.009725598327780194,0.0024977763346696324
30,a82cff0022fc77c1,1621636798392364146,service_level,0.9880850859408518,0.9800012530080358,0.9881267968018576,-0.008083832932816004,0.008125543793821799,4.17108610057948e-05
31,5e05e6ad80459dbd,17689598413599291612,service_level,0.984618481537939,0.9782270448987126,0.9870066954797834,-0.006391436639226367,0.008779650581070775,0.002388213941844408
32,000375070cfaad12,2376777246512708618,service_level,0.985251034848911,0.9768804160320674,0.9855890990798692,-0.008370618816843534,0.008708683047801813,0.0003380642309582793
33,4f91a9779584603d,14951634514475873699,service_level,0.9851326865851628,0.9776680271919704,0.9904848461443599,-0.007464659393192408,0.012816818952389508,0.0053521595591971005
34,2672cb6c777c2643,3610653751272029061,service_level,0.9881753144085067,0.9816491577512227,0.9884214967661927,-0.006526156657283955,0.006772339014969986,0.00024618235768603114
35,24f7d9bb2ef8b38d,12487850631638145646,service_level,0.9887426252255619,0.981496463324515,0.9897685534952025,-0.007246161901046877,0.00827209017068753,0.0010259282696406524
36,a22de8b4de8c8f1c,9532327372103029650,service_level,0.9873391565519442,0.9754399973221994,0.9885954863045394,-0.011899159229744716,0.01315548898233998,0.0012563297525952644
37,6c4abba0cf79b5c5,6187122514881054771,service_level,0.9857346920016419,0.9785307905011841,0.9886442179765832,-0.007203901500457799,0.010113427475399117,0.0029095259749413183
38,767bb6c753841eeb,8367747889328127822,service_level,0.9872570758082303,0.9779744348150654,0.9881568643122766,-0.009282640993164892,0.010182429497211154,0.0008997885040462617
39,9496564120f8cca4,15556817399082204522,service_level,0.9889087197765918,0.984145653474664,0.9913024094787631,-0.0047630663019277986,0.007156756004099152,0.0023936897021713532
40,47355d2f5acddb5c,294372319131704418,service_level,0.9892237050253079,0.9848309196372563,0.9917954415149238,-0.0043927853880515455,0.0069645218776674955,0.00257173648961595
41,0a262dd283dd6a86,17876885766379431511,service_level,0.9894548818761603,0.9805388377890891,0.9904127022082645,-0.00891604408707114,0.009873864419175371,0.0009578203321042311
42,4948a5aebd04a486,13785562148271653969,service_level,0.9908234306319335,0.9848019650332281,0.9920637889282591,-0.006021465598705311,0.007261823895030939,0.0012403582963256277
43,0d83242ca36457c7,4582545520891971192,service_level,0.9919546427976359,0.9854062445037443,0.9920446201589252,-0.006548398293891644,0.006638375655180995,8.997736128935063e-05
44,a4fc26c8e01425fb,9850046477131511879,service_level,0.9882187559357877,0.9807168068567225,0.9910774431649052,-0.007501949079065207,0.010360636308182736,0.002858687229117529
45,6e8d15f0b614b0c5,16007094931600741254,service_level,0.9911374032086249,0.9891081752447328,0.9906366381276234,-0.002029227963892044,0.0015284628828905467,-0.0005007650810014974
46,ea37cea8525453e6,16040166067369569384,service_level,0.9869799556214257,0.9768896491881217,0.9891007439698356,-0.010090306433303997,0.012211094781713894,0.0021207883484098966
47,8eb8f53b49b3d3e7,16542339274826354254,service_level,0.9894671939253615,0.9831554825123112,0.9905091135026681,-0.006311711413050314,0.0073536309903569075,0.0010419195773065937
48,cf3fb765a545fb7c,6737943943382100808,service_level,0.9905691202389888,0.9830605664683725,0.9902037013283315,-0.007508553770616322,0.007143134859958988,-0.00036541891065733356
49,385531f86e4df34d,15744598175717554616,service_level,0.9841083328096365,0.9768232508576696,0.9860607894299629,-0.007285081951966865,0.009237538572293258,0.0019524566203263927
0,efd2bbd58a32d830,18154560826472160181,waste_rate,0.03135973301634886,0.06307604536091284,0.03854132302950716,0.03171631234456398,-0.024534722331405676,0.007181590013158302
1,740d1ec64c17c25c,583025130916150325,waste_rate,0.028370975578506402,0.056349579158644844,0.03598444395349203,0.027978603580138442,-0.02036513520515281,0.007613468374985631
2,48fc424fdbbeabe8,16398357247701834850,waste_rate,0.036142061745520614,0.06741127924095858,0.038475712775084873,0.03126921749543796,-0.028935566465873704,0.00233365102956426
